"geographic_id","county","state","age_3to17yrs_total","age_3to17_enrolled","year","fips"
"0500000US30011","Carter County","Montana","null","null",2020,"30011"
"0500000US30013","Cascade County","Montana","14990","13068",2020,"30013"
"0500000US30015","Chouteau County","Montana","null","null",2020,"30015"
"0500000US30017","Custer County","Montana","null","null",2020,"30017"
"0500000US30019","Daniels County","Montana","null","null",2020,"30019"
"0500000US30021","Dawson County","Montana","null","null",2020,"30021"
"0500000US30023","Deer Lodge County","Montana","null","null",2020,"30023"
"0500000US30025","Fallon County","Montana","null","null",2020,"30025"
"0500000US30027","Fergus County","Montana","null","null",2020,"30027"
"0500000US30029","Flathead County","Montana","18850","16366",2020,"30029"
"0500000US30031","Gallatin County","Montana","18289","16493",2020,"30031"
"0500000US30033","Garfield County","Montana","null","null",2020,"30033"
"0500000US30035","Glacier County","Montana","null","null",2020,"30035"
"0500000US30037","Golden Valley County","Montana","null","null",2020,"30037"
"0500000US30039","Granite County","Montana","null","null",2020,"30039"
"0500000US30041","Hill County","Montana","null","null",2020,"30041"
"0500000US30043","Jefferson County","Montana","null","null",2020,"30043"
"0500000US30045","Judith Basin County","Montana","null","null",2020,"30045"
"0500000US30047","Lake County","Montana","6100","5255",2020,"30047"
"0500000US30049","Lewis and Clark County","Montana","11984","10530",2020,"30049"
"0500000US30051","Liberty County","Montana","null","null",2020,"30051"
"0500000US30053","Lincoln County","Montana","null","null",2020,"30053"
"0500000US30055","McCone County","Montana","null","null",2020,"30055"
"0500000US30057","Madison County","Montana","null","null",2020,"30057"
"0500000US30059","Meagher County","Montana","null","null",2020,"30059"
"0500000US30061","Mineral County","Montana","null","null",2020,"30061"
"0500000US30063","Missoula County","Montana","19073","16840",2020,"30063"
"0500000US30065","Musselshell County","Montana","null","null",2020,"30065"
"0500000US30067","Park County","Montana","null","null",2020,"30067"
"0500000US30069","Petroleum County","Montana","null","null",2020,"30069"
"0500000US30071","Phillips County","Montana","null","null",2020,"30071"
"0500000US30073","Pondera County","Montana","null","null",2020,"30073"
"0500000US30075","Powder River County","Montana","null","null",2020,"30075"
"0500000US30077","Powell County","Montana","null","null",2020,"30077"
"0500000US30079","Prairie County","Montana","null","null",2020,"30079"
"0500000US30081","Ravalli County","Montana","7225","6366",2020,"30081"
"0500000US30083","Richland County","Montana","null","null",2020,"30083"
"0500000US30085","Roosevelt County","Montana","null","null",2020,"30085"
"0500000US30087","Rosebud County","Montana","null","null",2020,"30087"
"0500000US30089","Sanders County","Montana","null","null",2020,"30089"
"0500000US30091","Sheridan County","Montana","null","null",2020,"30091"
"0500000US30093","Silver Bow County","Montana","6048","5340",2020,"30093"
"0500000US30095","Stillwater County","Montana","null","null",2020,"30095"
"0500000US30097","Sweet Grass County","Montana","null","null",2020,"30097"
"0500000US30099","Teton County","Montana","null","null",2020,"30099"
"0500000US30101","Toole County","Montana","null","null",2020,"30101"
"0500000US30103","Treasure County","Montana","null","null",2020,"30103"
"0500000US30105","Valley County","Montana","null","null",2020,"30105"
"0500000US30107","Wheatland County","Montana","null","null",2020,"30107"
"0500000US30109","Wibaux County","Montana","null","null",2020,"30109"
"0500000US30111","Yellowstone County","Montana","31773","28023",2020,"30111"
"0500000US31001","Adams County","Nebraska","6288","5609",2020,"31001"
"0500000US31003","Antelope County","Nebraska","null","null",2020,"31003"
"0500000US31005","Arthur County","Nebraska","null","null",2020,"31005"
"0500000US31007","Banner County","Nebraska","null","null",2020,"31007"
"0500000US31009","Blaine County","Nebraska","null","null",2020,"31009"
"0500000US31011","Boone County","Nebraska","null","null",2020,"31011"
"0500000US31013","Box Butte County","Nebraska","null","null",2020,"31013"
"0500000US31015","Boyd County","Nebraska","null","null",2020,"31015"
"0500000US31017","Brown County","Nebraska","null","null",2020,"31017"
"0500000US31019","Buffalo County","Nebraska","9561","8350",2020,"31019"
"0500000US31021","Burt County","Nebraska","null","null",2020,"31021"
"0500000US31023","Butler County","Nebraska","null","null",2020,"31023"
"0500000US31025","Cass County","Nebraska","null","null",2020,"31025"
"0500000US31027","Cedar County","Nebraska","null","null",2020,"31027"
"0500000US31029","Chase County","Nebraska","null","null",2020,"31029"
"0500000US31031","Cherry County","Nebraska","null","null",2020,"31031"
"0500000US31033","Cheyenne County","Nebraska","null","null",2020,"31033"
"0500000US31035","Clay County","Nebraska","null","null",2020,"31035"
"0500000US31037","Colfax County","Nebraska","null","null",2020,"31037"
"0500000US31039","Cuming County","Nebraska","null","null",2020,"31039"
"0500000US31041","Custer County","Nebraska","null","null",2020,"31041"
"0500000US31043","Dakota County","Nebraska","null","null",2020,"31043"
"0500000US31045","Dawes County","Nebraska","null","null",2020,"31045"
"0500000US31047","Dawson County","Nebraska","null","null",2020,"31047"
"0500000US31049","Deuel County","Nebraska","null","null",2020,"31049"
"0500000US31051","Dixon County","Nebraska","null","null",2020,"31051"
"0500000US31053","Dodge County","Nebraska","7470","6663",2020,"31053"
"0500000US31055","Douglas County","Nebraska","118064","103855",2020,"31055"
"0500000US31057","Dundy County","Nebraska","null","null",2020,"31057"
"0500000US31059","Fillmore County","Nebraska","null","null",2020,"31059"
"0500000US31061","Franklin County","Nebraska","null","null",2020,"31061"
"0500000US31063","Frontier County","Nebraska","null","null",2020,"31063"
"0500000US31065","Furnas County","Nebraska","null","null",2020,"31065"
"0500000US31067","Gage County","Nebraska","null","null",2020,"31067"
"0500000US31069","Garden County","Nebraska","null","null",2020,"31069"
"0500000US31071","Garfield County","Nebraska","null","null",2020,"31071"
"0500000US31073","Gosper County","Nebraska","null","null",2020,"31073"
"0500000US31075","Grant County","Nebraska","null","null",2020,"31075"
"0500000US31077","Greeley County","Nebraska","null","null",2020,"31077"
"0500000US31079","Hall County","Nebraska","13826","12243",2020,"31079"
"0500000US31081","Hamilton County","Nebraska","null","null",2020,"31081"
"0500000US31083","Harlan County","Nebraska","null","null",2020,"31083"
"0500000US31085","Hayes County","Nebraska","null","null",2020,"31085"
"0500000US31087","Hitchcock County","Nebraska","null","null",2020,"31087"
"0500000US31089","Holt County","Nebraska","null","null",2020,"31089"
"0500000US31091","Hooker County","Nebraska","null","null",2020,"31091"
"0500000US31093","Howard County","Nebraska","null","null",2020,"31093"
"0500000US31095","Jefferson County","Nebraska","null","null",2020,"31095"
"0500000US31097","Johnson County","Nebraska","null","null",2020,"31097"
"0500000US31099","Kearney County","Nebraska","null","null",2020,"31099"
"0500000US31101","Keith County","Nebraska","null","null",2020,"31101"
"0500000US31103","Keya Paha County","Nebraska","null","null",2020,"31103"
"0500000US31105","Kimball County","Nebraska","null","null",2020,"31105"
"0500000US31107","Knox County","Nebraska","null","null",2020,"31107"
"0500000US31109","Lancaster County","Nebraska","60129","53630",2020,"31109"
"0500000US31111","Lincoln County","Nebraska","7028","6311",2020,"31111"
"0500000US31113","Logan County","Nebraska","null","null",2020,"31113"
"0500000US31115","Loup County","Nebraska","null","null",2020,"31115"
"0500000US31117","McPherson County","Nebraska","null","null",2020,"31117"
"0500000US31119","Madison County","Nebraska","7286","6593",2020,"31119"
"0500000US31121","Merrick County","Nebraska","null","null",2020,"31121"
"0500000US31123","Morrill County","Nebraska","null","null",2020,"31123"
"0500000US31125","Nance County","Nebraska","null","null",2020,"31125"
"0500000US31127","Nemaha County","Nebraska","null","null",2020,"31127"
"0500000US31129","Nuckolls County","Nebraska","null","null",2020,"31129"
"0500000US31131","Otoe County","Nebraska","null","null",2020,"31131"
"0500000US31133","Pawnee County","Nebraska","null","null",2020,"31133"
"0500000US31135","Perkins County","Nebraska","null","null",2020,"31135"
"0500000US31137","Phelps County","Nebraska","null","null",2020,"31137"
"0500000US31139","Pierce County","Nebraska","null","null",2020,"31139"
"0500000US31141","Platte County","Nebraska","7232","6494",2020,"31141"
"0500000US31143","Polk County","Nebraska","null","null",2020,"31143"
"0500000US31145","Red Willow County","Nebraska","null","null",2020,"31145"
"0500000US31147","Richardson County","Nebraska","null","null",2020,"31147"
"0500000US31149","Rock County","Nebraska","null","null",2020,"31149"
"0500000US31151","Saline County","Nebraska","null","null",2020,"31151"
"0500000US31153","Sarpy County","Nebraska","42744","38350",2020,"31153"
"0500000US31155","Saunders County","Nebraska","null","null",2020,"31155"
"0500000US31157","Scotts Bluff County","Nebraska","7411","6972",2020,"31157"
"0500000US31159","Seward County","Nebraska","null","null",2020,"31159"
"0500000US31161","Sheridan County","Nebraska","null","null",2020,"31161"
"0500000US31163","Sherman County","Nebraska","null","null",2020,"31163"
"0500000US31165","Sioux County","Nebraska","null","null",2020,"31165"
"0500000US31167","Stanton County","Nebraska","null","null",2020,"31167"
"0500000US31169","Thayer County","Nebraska","null","null",2020,"31169"
"0500000US31171","Thomas County","Nebraska","null","null",2020,"31171"
"0500000US31173","Thurston County","Nebraska","null","null",2020,"31173"
"0500000US31175","Valley County","Nebraska","null","null",2020,"31175"
"0500000US31177","Washington County","Nebraska","null","null",2020,"31177"
"0500000US31179","Wayne County","Nebraska","null","null",2020,"31179"
"0500000US31181","Webster County","Nebraska","null","null",2020,"31181"
"0500000US31183","Wheeler County","Nebraska","null","null",2020,"31183"
"0500000US31185","York County","Nebraska","null","null",2020,"31185"
"0500000US32001","Churchill County","Nevada","null","null",2020,"32001"
"0500000US32003","Clark County","Nevada","436594","380294",2020,"32003"
"0500000US32005","Douglas County","Nevada","7130","6192",2020,"32005"
"0500000US32007","Elko County","Nevada","12000","10682",2020,"32007"
"0500000US32009","Esmeralda County","Nevada","null","null",2020,"32009"
"0500000US32011","Eureka County","Nevada","null","null",2020,"32011"
"0500000US32013","Humboldt County","Nevada","null","null",2020,"32013"
"0500000US32015","Lander County","Nevada","null","null",2020,"32015"
"0500000US32017","Lincoln County","Nevada","null","null",2020,"32017"
"0500000US32019","Lyon County","Nevada","9836","8763",2020,"32019"
"0500000US32021","Mineral County","Nevada","null","null",2020,"32021"
"0500000US32023","Nye County","Nevada","6516","5233",2020,"32023"
"0500000US32027","Pershing County","Nevada","null","null",2020,"32027"
"0500000US32029","Storey County","Nevada","null","null",2020,"32029"
"0500000US32031","Washoe County","Nevada","84005","74396",2020,"32031"
"0500000US32033","White Pine County","Nevada","null","null",2020,"32033"
"0500000US32510","Carson City","Nevada","9417","8425",2020,"32510"
"0500000US33001","Belknap County","New Hampshire","9530","8719",2020,"33001"
"0500000US33003","Carroll County","New Hampshire","6530","6096",2020,"33003"
"0500000US33005","Cheshire County","New Hampshire","11387","10469",2020,"33005"
"0500000US33007","Coos County","New Hampshire","null","null",2020,"33007"
"0500000US33009","Grafton County","New Hampshire","12153","10729",2020,"33009"
"0500000US33011","Hillsborough County","New Hampshire","72230","65932",2020,"33011"
"0500000US33013","Merrimack County","New Hampshire","24505","22868",2020,"33013"
"0500000US33015","Rockingham County","New Hampshire","51725","47854",2020,"33015"
"0500000US33017","Strafford County","New Hampshire","20283","18524",2020,"33017"
"0500000US33019","Sullivan County","New Hampshire","7016","6252",2020,"33019"
"0500000US34001","Atlantic County","New Jersey","47627","44811",2020,"34001"
"0500000US34003","Bergen County","New Jersey","167848","158167",2020,"34003"
"0500000US34005","Burlington County","New Jersey","79246","72981",2020,"34005"
"0500000US34007","Camden County","New Jersey","96242","88233",2020,"34007"
"0500000US34009","Cape May County","New Jersey","13911","12403",2020,"34009"
"0500000US34011","Cumberland County","New Jersey","30541","28060",2020,"34011"
"0500000US34013","Essex County","New Jersey","158912","146935",2020,"34013"
"0500000US34015","Gloucester County","New Jersey","54774","49773",2020,"34015"
"0500000US34017","Hudson County","New Jersey","108649","98614",2020,"34017"
"0500000US34019","Hunterdon County","New Jersey","20381","19283",2020,"34019"
"0500000US34021","Mercer County","New Jersey","66573","62063",2020,"34021"
"0500000US34023","Middlesex County","New Jersey","151930","140315",2020,"34023"
"0500000US34025","Monmouth County","New Jersey","113894","107562",2020,"34025"
"0500000US34027","Morris County","New Jersey","89932","84283",2020,"34027"
"0500000US34029","Ocean County","New Jersey","119874","109894",2020,"34029"
"0500000US34031","Passaic County","New Jersey","99261","92785",2020,"34031"
"0500000US34033","Salem County","New Jersey","11221","10242",2020,"34033"
"0500000US34035","Somerset County","New Jersey","61862","58124",2020,"34035"
"0500000US34037","Sussex County","New Jersey","23970","22196",2020,"34037"
"0500000US34039","Union County","New Jersey","109387","101204",2020,"34039"
"0500000US34041","Warren County","New Jersey","18233","17176",2020,"34041"
"0500000US35001","Bernalillo County","New Mexico","125235","111371",2020,"35001"
"0500000US35003","Catron County","New Mexico","null","null",2020,"35003"
"0500000US35005","Chaves County","New Mexico","14426","13222",2020,"35005"
"0500000US35006","Cibola County","New Mexico","null","null",2020,"35006"
"0500000US35007","Colfax County","New Mexico","null","null",2020,"35007"
"0500000US35009","Curry County","New Mexico","10683","9504",2020,"35009"
"0500000US35011","De Baca County","New Mexico","null","null",2020,"35011"
"0500000US35013","Doña Ana County","New Mexico","45144","40483",2020,"35013"
"0500000US35015","Eddy County","New Mexico","12367","11173",2020,"35015"
"0500000US35017","Grant County","New Mexico","null","null",2020,"35017"
"0500000US35019","Guadalupe County","New Mexico","null","null",2020,"35019"
"0500000US35021","Harding County","New Mexico","null","null",2020,"35021"
"0500000US35023","Hidalgo County","New Mexico","null","null",2020,"35023"
"0500000US35025","Lea County","New Mexico","18157","15766",2020,"35025"
"0500000US35027","Lincoln County","New Mexico","null","null",2020,"35027"
"0500000US35028","Los Alamos County","New Mexico","null","null",2020,"35028"
"0500000US35029","Luna County","New Mexico","null","null",2020,"35029"
"0500000US35031","McKinley County","New Mexico","17921","15732",2020,"35031"
"0500000US35033","Mora County","New Mexico","null","null",2020,"35033"
"0500000US35035","Otero County","New Mexico","12968","10960",2020,"35035"
"0500000US35037","Quay County","New Mexico","null","null",2020,"35037"
"0500000US35039","Rio Arriba County","New Mexico","7668","6967",2020,"35039"
"0500000US35041","Roosevelt County","New Mexico","null","null",2020,"35041"
"0500000US35043","Sandoval County","New Mexico","29198","26480",2020,"35043"
"0500000US35045","San Juan County","New Mexico","27911","24511",2020,"35045"
"0500000US35047","San Miguel County","New Mexico","null","null",2020,"35047"
"0500000US35049","Santa Fe County","New Mexico","23529","21352",2020,"35049"
"0500000US35051","Sierra County","New Mexico","null","null",2020,"35051"
"0500000US35053","Socorro County","New Mexico","null","null",2020,"35053"
"0500000US35055","Taos County","New Mexico","null","null",2020,"35055"
"0500000US35057","Torrance County","New Mexico","null","null",2020,"35057"
"0500000US35059","Union County","New Mexico","null","null",2020,"35059"
"0500000US35061","Valencia County","New Mexico","15702","13336",2020,"35061"
"0500000US36001","Albany County","New York","46817","43059",2020,"36001"
"0500000US36003","Allegany County","New York","7918","6892",2020,"36003"
"0500000US36005","Bronx County","New York","291097","265543",2020,"36005"
"0500000US36007","Broome County","New York","31283","28347",2020,"36007"
"0500000US36009","Cattaraugus County","New York","14483","13050",2020,"36009"
"0500000US36011","Cayuga County","New York","12724","11620",2020,"36011"
"0500000US36013","Chautauqua County","New York","21525","19157",2020,"36013"
"0500000US36015","Chemung County","New York","15219","13699",2020,"36015"
"0500000US36017","Chenango County","New York","8548","7567",2020,"36017"
"0500000US36019","Clinton County","New York","12056","11065",2020,"36019"
"0500000US36021","Columbia County","New York","8467","7681",2020,"36021"
"0500000US36023","Cortland County","New York","7482","6534",2020,"36023"
"0500000US36025","Delaware County","New York","6280","5868",2020,"36025"
"0500000US36027","Dutchess County","New York","46681","43018",2020,"36027"
"0500000US36029","Erie County","New York","156065","141039",2020,"36029"
"0500000US36031","Essex County","New York","null","null",2020,"36031"
"0500000US36033","Franklin County","New York","8231","7025",2020,"36033"
"0500000US36035","Fulton County","New York","9153","8127",2020,"36035"
"0500000US36037","Genesee County","New York","9812","8870",2020,"36037"
"0500000US36039","Greene County","New York","6650","5832",2020,"36039"
"0500000US36041","Hamilton County","New York","null","null",2020,"36041"
"0500000US36043","Herkimer County","New York","10522","9464",2020,"36043"
"0500000US36045","Jefferson County","New York","21491","18438",2020,"36045"
"0500000US36047","Kings County","New York","473516","438749",2020,"36047"
"0500000US36049","Lewis County","New York","null","null",2020,"36049"
"0500000US36051","Livingston County","New York","9406","8622",2020,"36051"
"0500000US36053","Madison County","New York","11516","10069",2020,"36053"
"0500000US36055","Monroe County","New York","130737","118458",2020,"36055"
"0500000US36057","Montgomery County","New York","9286","8125",2020,"36057"
"0500000US36059","Nassau County","New York","249250","230552",2020,"36059"
"0500000US36061","New York County","New York","184747","173146",2020,"36061"
"0500000US36063","Niagara County","New York","35707","31706",2020,"36063"
"0500000US36065","Oneida County","New York","40898","36149",2020,"36065"
"0500000US36067","Onondaga County","New York","82576","74071",2020,"36067"
"0500000US36069","Ontario County","New York","19292","17581",2020,"36069"
"0500000US36071","Orange County","New York","82701","75378",2020,"36071"
"0500000US36073","Orleans County","New York","6812","5952",2020,"36073"
"0500000US36075","Oswego County","New York","20636","18731",2020,"36075"
"0500000US36077","Otsego County","New York","8074","7304",2020,"36077"
"0500000US36079","Putnam County","New York","16793","15703",2020,"36079"
"0500000US36081","Queens County","New York","372809","338810",2020,"36081"
"0500000US36083","Rensselaer County","New York","26167","23543",2020,"36083"
"0500000US36085","Richmond County","New York","88160","80960",2020,"36085"
"0500000US36087","Rockland County","New York","76515","71854",2020,"36087"
"0500000US36089","St. Lawrence County","New York","18576","15872",2020,"36089"
"0500000US36091","Saratoga County","New York","39033","35869",2020,"36091"
"0500000US36093","Schenectady County","New York","27732","24918",2020,"36093"
"0500000US36095","Schoharie County","New York","null","null",2020,"36095"
"0500000US36097","Schuyler County","New York","null","null",2020,"36097"
"0500000US36099","Seneca County","New York","null","null",2020,"36099"
"0500000US36101","Steuben County","New York","17687","15386",2020,"36101"
"0500000US36103","Suffolk County","New York","266707","245754",2020,"36103"
"0500000US36105","Sullivan County","New York","13268","11837",2020,"36105"
"0500000US36107","Tioga County","New York","8760","7907",2020,"36107"
"0500000US36109","Tompkins County","New York","12386","11477",2020,"36109"
"0500000US36111","Ulster County","New York","26439","24159",2020,"36111"
"0500000US36113","Warren County","New York","9851","9045",2020,"36113"
"0500000US36115","Washington County","New York","9860","8667",2020,"36115"
"0500000US36117","Wayne County","New York","16371","14815",2020,"36117"
"0500000US36119","Westchester County","New York","181473","169877",2020,"36119"
"0500000US36121","Wyoming County","New York","6535","5813",2020,"36121"
"0500000US36123","Yates County","New York","null","null",2020,"36123"
"0500000US37001","Alamance County","North Carolina","31266","27879",2020,"37001"
"0500000US37003","Alexander County","North Carolina","6332","5739",2020,"37003"
"0500000US37005","Alleghany County","North Carolina","null","null",2020,"37005"
"0500000US37007","Anson County","North Carolina","null","null",2020,"37007"
"0500000US37009","Ashe County","North Carolina","null","null",2020,"37009"
"0500000US37011","Avery County","North Carolina","null","null",2020,"37011"
"0500000US37013","Beaufort County","North Carolina","7799","7026",2020,"37013"
"0500000US37015","Bertie County","North Carolina","null","null",2020,"37015"
"0500000US37017","Bladen County","North Carolina","null","null",2020,"37017"
"0500000US37019","Brunswick County","North Carolina","18026","15429",2020,"37019"
"0500000US37021","Buncombe County","North Carolina","40787","35928",2020,"37021"
"0500000US37023","Burke County","North Carolina","13842","12445",2020,"37023"
"0500000US37025","Cabarrus County","North Carolina","46690","41777",2020,"37025"
"0500000US37027","Caldwell County","North Carolina","14214","12651",2020,"37027"
"0500000US37029","Camden County","North Carolina","null","null",2020,"37029"
"0500000US37031","Carteret County","North Carolina","10560","9625",2020,"37031"
"0500000US37033","Caswell County","North Carolina","null","null",2020,"37033"
"0500000US37035","Catawba County","North Carolina","30359","26998",2020,"37035"
"0500000US37037","Chatham County","North Carolina","12613","11364",2020,"37037"
"0500000US37039","Cherokee County","North Carolina","null","null",2020,"37039"
"0500000US37041","Chowan County","North Carolina","null","null",2020,"37041"
"0500000US37043","Clay County","North Carolina","null","null",2020,"37043"
"0500000US37045","Cleveland County","North Carolina","18213","15884",2020,"37045"
"0500000US37047","Columbus County","North Carolina","9705","8338",2020,"37047"
"0500000US37049","Craven County","North Carolina","18568","15984",2020,"37049"
"0500000US37051","Cumberland County","North Carolina","67482","58733",2020,"37051"
"0500000US37053","Currituck County","North Carolina","null","null",2020,"37053"
"0500000US37055","Dare County","North Carolina","null","null",2020,"37055"
"0500000US37057","Davidson County","North Carolina","31325","28192",2020,"37057"
"0500000US37059","Davie County","North Carolina","8053","7244",2020,"37059"
"0500000US37061","Duplin County","North Carolina","11998","10787",2020,"37061"
"0500000US37063","Durham County","North Carolina","54004","47131",2020,"37063"
"0500000US37065","Edgecombe County","North Carolina","9828","8594",2020,"37065"
"0500000US37067","Forsyth County","North Carolina","74066","65471",2020,"37067"
"0500000US37069","Franklin County","North Carolina","12636","11568",2020,"37069"
"0500000US37071","Gaston County","North Carolina","42278","36738",2020,"37071"
"0500000US37073","Gates County","North Carolina","null","null",2020,"37073"
"0500000US37075","Graham County","North Carolina","null","null",2020,"37075"
"0500000US37077","Granville County","North Carolina","10297","9378",2020,"37077"
"0500000US37079","Greene County","North Carolina","null","null",2020,"37079"
"0500000US37081","Guilford County","North Carolina","100675","88247",2020,"37081"
"0500000US37083","Halifax County","North Carolina","9229","7854",2020,"37083"
"0500000US37085","Harnett County","North Carolina","29034","25350",2020,"37085"
"0500000US37087","Haywood County","North Carolina","9688","8622",2020,"37087"
"0500000US37089","Henderson County","North Carolina","18953","16991",2020,"37089"
"0500000US37091","Hertford County","North Carolina","null","null",2020,"37091"
"0500000US37093","Hoke County","North Carolina","11818","10493",2020,"37093"
"0500000US37095","Hyde County","North Carolina","null","null",2020,"37095"
"0500000US37097","Iredell County","North Carolina","34956","31469",2020,"37097"
"0500000US37099","Jackson County","North Carolina","6325","5543",2020,"37099"
"0500000US37101","Johnston County","North Carolina","44254","39065",2020,"37101"
"0500000US37103","Jones County","North Carolina","null","null",2020,"37103"
"0500000US37105","Lee County","North Carolina","12481","10980",2020,"37105"
"0500000US37107","Lenoir County","North Carolina","10534","9258",2020,"37107"
"0500000US37109","Lincoln County","North Carolina","15186","13835",2020,"37109"
"0500000US37111","McDowell County","North Carolina","7697","6982",2020,"37111"
"0500000US37113","Macon County","North Carolina","null","null",2020,"37113"
"0500000US37115","Madison County","North Carolina","null","null",2020,"37115"
"0500000US37117","Martin County","North Carolina","null","null",2020,"37117"
"0500000US37119","Mecklenburg County","North Carolina","214329","192221",2020,"37119"
"0500000US37121","Mitchell County","North Carolina","null","null",2020,"37121"
"0500000US37123","Montgomery County","North Carolina","null","null",2020,"37123"
"0500000US37125","Moore County","North Carolina","17876","15686",2020,"37125"
"0500000US37127","Nash County","North Carolina","17037","15409",2020,"37127"
"0500000US37129","New Hanover County","North Carolina","36132","31908",2020,"37129"
"0500000US37131","Northampton County","North Carolina","null","null",2020,"37131"
"0500000US37133","Onslow County","North Carolina","37539","30899",2020,"37133"
"0500000US37135","Orange County","North Carolina","24743","23040",2020,"37135"
"0500000US37137","Pamlico County","North Carolina","null","null",2020,"37137"
"0500000US37139","Pasquotank County","North Carolina","7174","6510",2020,"37139"
"0500000US37141","Pender County","North Carolina","11583","10506",2020,"37141"
"0500000US37143","Perquimans County","North Carolina","null","null",2020,"37143"
"0500000US37145","Person County","North Carolina","6744","6283",2020,"37145"
"0500000US37147","Pitt County","North Carolina","32159","29046",2020,"37147"
"0500000US37149","Polk County","North Carolina","null","null",2020,"37149"
"0500000US37151","Randolph County","North Carolina","27751","24355",2020,"37151"
"0500000US37153","Richmond County","North Carolina","8671","7787",2020,"37153"
"0500000US37155","Robeson County","North Carolina","27202","24269",2020,"37155"
"0500000US37157","Rockingham County","North Carolina","15474","13970",2020,"37157"
"0500000US37159","Rowan County","North Carolina","26048","23782",2020,"37159"
"0500000US37161","Rutherford County","North Carolina","11526","9997",2020,"37161"
"0500000US37163","Sampson County","North Carolina","12872","11652",2020,"37163"
"0500000US37165","Scotland County","North Carolina","6725","5845",2020,"37165"
"0500000US37167","Stanly County","North Carolina","11537","10361",2020,"37167"
"0500000US37169","Stokes County","North Carolina","7528","6848",2020,"37169"
"0500000US37171","Surry County","North Carolina","12862","11339",2020,"37171"
"0500000US37173","Swain County","North Carolina","null","null",2020,"37173"
"0500000US37175","Transylvania County","North Carolina","null","null",2020,"37175"
"0500000US37177","Tyrrell County","North Carolina","null","null",2020,"37177"
"0500000US37179","Union County","North Carolina","55448","51016",2020,"37179"
"0500000US37181","Vance County","North Carolina","8892","8155",2020,"37181"
"0500000US37183","Wake County","North Carolina","221298","201548",2020,"37183"
"0500000US37185","Warren County","North Carolina","null","null",2020,"37185"
"0500000US37187","Washington County","North Carolina","null","null",2020,"37187"
"0500000US37189","Watauga County","North Carolina","6078","5612",2020,"37189"
"0500000US37191","Wayne County","North Carolina","24378","21755",2020,"37191"
"0500000US37193","Wilkes County","North Carolina","11918","10665",2020,"37193"
"0500000US37195","Wilson County","North Carolina","15976","14018",2020,"37195"
"0500000US37197","Yadkin County","North Carolina","6681","5873",2020,"37197"
"0500000US37199","Yancey County","North Carolina","null","null",2020,"37199"
"0500000US38001","Adams County","North Dakota","null","null",2020,"38001"
"0500000US38003","Barnes County","North Dakota","null","null",2020,"38003"
"0500000US38005","Benson County","North Dakota","null","null",2020,"38005"
"0500000US38007","Billings County","North Dakota","null","null",2020,"38007"
"0500000US38009","Bottineau County","North Dakota","null","null",2020,"38009"
"0500000US38011","Bowman County","North Dakota","null","null",2020,"38011"
"0500000US38013","Burke County","North Dakota","null","null",2020,"38013"
"0500000US38015","Burleigh County","North Dakota","18613","15686",2020,"38015"
"0500000US38017","Cass County","North Dakota","32157","28190",2020,"38017"
"0500000US38019","Cavalier County","North Dakota","null","null",2020,"38019"
"0500000US38021","Dickey County","North Dakota","null","null",2020,"38021"
"0500000US38023","Divide County","North Dakota","null","null",2020,"38023"
"0500000US38025","Dunn County","North Dakota","null","null",2020,"38025"
"0500000US38027","Eddy County","North Dakota","null","null",2020,"38027"
"0500000US38029","Emmons County","North Dakota","null","null",2020,"38029"
"0500000US38031","Foster County","North Dakota","null","null",2020,"38031"
"0500000US38033","Golden Valley County","North Dakota","null","null",2020,"38033"
"0500000US38035","Grand Forks County","North Dakota","11841","10063",2020,"38035"
"0500000US38037","Grant County","North Dakota","null","null",2020,"38037"
"0500000US38039","Griggs County","North Dakota","null","null",2020,"38039"
"0500000US38041","Hettinger County","North Dakota","null","null",2020,"38041"
"0500000US38043","Kidder County","North Dakota","null","null",2020,"38043"
"0500000US38045","LaMoure County","North Dakota","null","null",2020,"38045"
"0500000US38047","Logan County","North Dakota","null","null",2020,"38047"
"0500000US38049","McHenry County","North Dakota","null","null",2020,"38049"
"0500000US38051","McIntosh County","North Dakota","null","null",2020,"38051"
"0500000US38053","McKenzie County","North Dakota","null","null",2020,"38053"
"0500000US38055","McLean County","North Dakota","null","null",2020,"38055"
"0500000US38057","Mercer County","North Dakota","null","null",2020,"38057"
"0500000US38059","Morton County","North Dakota","5630","4719",2020,"38059"
"0500000US38061","Mountrail County","North Dakota","null","null",2020,"38061"
"0500000US38063","Nelson County","North Dakota","null","null",2020,"38063"
"0500000US38065","Oliver County","North Dakota","null","null",2020,"38065"
"0500000US38067","Pembina County","North Dakota","null","null",2020,"38067"
"0500000US38069","Pierce County","North Dakota","null","null",2020,"38069"
"0500000US38071","Ramsey County","North Dakota","null","null",2020,"38071"
"0500000US38073","Ransom County","North Dakota","null","null",2020,"38073"
"0500000US38075","Renville County","North Dakota","null","null",2020,"38075"
"0500000US38077","Richland County","North Dakota","null","null",2020,"38077"
"0500000US38079","Rolette County","North Dakota","null","null",2020,"38079"
"0500000US38081","Sargent County","North Dakota","null","null",2020,"38081"
"0500000US38083","Sheridan County","North Dakota","null","null",2020,"38083"
"0500000US38085","Sioux County","North Dakota","null","null",2020,"38085"
"0500000US38087","Slope County","North Dakota","null","null",2020,"38087"
"0500000US38089","Stark County","North Dakota","6638","5580",2020,"38089"
